class,uid,assigned_type,assigned_key,call_offset,UID,Name,Nationality,Custom,HomeState,DOB,Male,Twitter,LastWin,PolePreviousSeason,ShootoutWinner
DRIVER_c,1110,,1110,0xB3CB,1110,S_DRIVER_J_HYLTON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,,131072257,True,,129106177,False,False
DRIVER_c,1111,,1111,0xB3F8,1111,S_DRIVER_J_JOHNSON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_EL_CAJON,129435921,True,JimmieJohnson,131793153,True,True
DRIVER_c,1112,,1112,0xB425,1112,S_DRIVER_PJ_JONES,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_TORRANCE,129041431,True,,129106177,False,False
DRIVER_c,1113,,1113,0xB452,1113,S_DRIVER_K_KAHNE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_ENUMCLAW,129762314,True,kaseykahne,131793153,True,False
DRIVER_c,1114,,1114,0xB47F,1114,S_DRIVER_M_KENSETH,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_CAMBRIGDGE,129237770,True,mattkenseth,131793153,True,False
DRIVER_c,1115,,1115,0xB4AC,1115,S_DRIVER_B_KESELOWSKI,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_ROCHESTERHILLS,130023948,True,keselowski,131793153,True,False
DRIVER_c,1116,,1116,0xB4D9,1116,S_DRIVER_B_LABONTE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_C_CHRISTI,128713992,True,Bobby_Labonte,129106177,False,False
DRIVER_c,1117,,1117,0xB506,1117,S_DRIVER_J_LOGANO,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_MIDDLETOWN,130417944,True,joeylogano,129106177,True,False
DRIVER_c,1118,,1118,0xB533,1118,S_DRIVER_C_LONG,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,,131072257,True,,129106177,False,False
DRIVER_c,1119,,1119,0xB560,1119,S_DRIVER_M_MARTIN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_BATESVILLE,128385289,True,55MarkMartin,131662081,True,True
DRIVER_c,1120,,1120,0xB58D,1120,S_DRIVER_E_MCCLURE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,,131072257,True,,129106177,False,False
DRIVER_c,1121,,1121,0xB5BA,1121,S_DRIVER_J_MCMURRAY,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_JOPLIN,129500675,True,JamieMcMurray,131727617,True,False
DRIVER_c,1123,,1123,0xB5E7,1123,S_DRIVER_P_MENARD,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_EAU_CLAIRE,129763349,True,RCR27PMenard,131793153,False,False
DRIVER_c,1124,,1124,0xB614,1124,S_DRIVER_C_MEARS,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_BAKERSFIELD,129630988,True,CaseyMears13,129106177,False,False
DRIVER_c,1125,,1125,0xB641,1125,S_DRIVER_J_MONTOYA,"NATIONALITY_c(2044, S_XG_NATIONALITY_COLUMBIAN, S_XG_COUNTRY_COLUMBIA, 2045)",False,S_HT_BOGOTA,129435924,True,JPMontoya,131727617,True,False
DRIVER_c,1126,,1126,0xB66E,1126,S_DRIVER_J_NEMECHEK,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_LAKELAND,128649498,True,FrontRowJoe87,129106177,False,False
DRIVER_c,1127,,1127,0xB69B,1127,S_DRIVER_R_NEWMAN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_SOUTH_BEND,129567752,True,RyanNewman39,131793153,True,False
DRIVER_c,1128,,1128,0xB6C8,1128,S_DRIVER_M_PAPIS,"NATIONALITY_c(1732, S_XG_NATIONALITY_ITALIAN, S_XG_COUNTRY_ITALY, 1945)",False,,129042947,True,,129106177,False,False
DRIVER_c,1129,,1129,0xB6F5,1129,S_DRIVER_D_RAGAN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_UNADILLA,130092056,True,DavidRagan,131793153,True,False
DRIVER_c,1130,,1130,0xB722,1130,S_DRIVER_T_RAINES,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_LAPORTE,128713742,True,,129106177,False,False
DRIVER_c,1131,,1131,0xB74F,1131,S_DRIVER_D_REUTIMANN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_ZEPHYRHILLS,129106690,True,,131727617,True,False
DRIVER_c,1132,,1132,0xB77C,1132,S_DRIVER_E_SADLER,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_EMPORIA_VA,129434654,True,,129106177,False,False
DRIVER_c,1133,,1133,0xB7A9,1133,S_DRIVER_B_SAID,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,,131072257,True,,129106177,False,False
DRIVER_c,1134,,1134,0xB7D6,1134,S_DRIVER_R_SMITH,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_CATO,129960215,True,Regan_Smith_,131793153,False,False
DRIVER_c,1135,,1135,0xB803,1135,S_DRIVER_R_SORENSON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_PEACHTREE,130155013,True,,129106177,False,False
DRIVER_c,1136,,1136,0xB830,1136,S_DRIVER_T_STEWART,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_COLUMBUS,129172756,True,tonystewart,131793153,True,True
DRIVER_c,1137,,1137,0xB85D,1137,S_DRIVER_D_STREMME,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_SOUTH_BEND,131072257,True,DavidStremme,129106177,False,False
DRIVER_c,1138,,1138,0xB88A,1138,S_DRIVER_M_TRUEX_JR,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_MAYETTA,129762845,True,MartinTruexJr56,129106177,True,False
DRIVER_c,1139,,1139,0xB8B7,1139,S_DRIVER_B_VICKERS,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_THOMASVILLE,129960472,True,,129106177,False,False
DRIVER_c,1140,,1140,0xB8E4,1140,S_DRIVER_M_WALLACE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,,131072257,True,,129106177,False,False
DRIVER_c,1141,,1141,0xB911,1141,S_DRIVER_M_WALTRIP,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_OWENBORO,128648222,True,,129106177,True,False
DRIVER_c,1142,,1142,0xB93E,1142,S_DRIVER_JJ_YELEY,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_PHOENIX,131072257,True,,129106177,False,False
DRIVER_c,1376,,1376,0xB96B,1376,S_DRIVER_E_DARNELL,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,,131072257,True,,129106177,False,False
DRIVER_c,1393,,1393,0xB998,1393,S_DRIVER_T_LABONTE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,,131072257,True,,129106177,False,False
DRIVER_c,1396,,1396,0xB9C5,1396,S_DRIVER_A_LALLY,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_NORTHPORT,129434123,True,,129106177,False,False
DRIVER_c,1400,,1400,0xB9F2,1400,S_DRIVER_M_MCDOWELL,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_GLENDALE,130026517,True,Mc_Driver,129106177,False,False
DRIVER_c,1415,,1415,0xBA1F,1415,S_DRIVER_S_SPEED,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_MANTECA,129958168,True,scottspeed,129106177,False,False
DRIVER_c,1424,,1424,0xBA4C,1424,S_DRIVER_S_WIMMER,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,,131072257,True,,129106177,False,False
DRIVER_c,2382,,2382,0xBA79,2382,S_DRIVER_CUSTOM_CHEVROLET,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,S_HT_PHOENIX,129762588,True,,129106177,False,False
DRIVER_c,2383,,2383,0xBAA6,2383,S_DRIVER_CUSTOM_DODGE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,S_HT_PHOENIX,129762588,True,,129106177,False,False
DRIVER_c,2384,,2384,0xBAD3,2384,S_DRIVER_CUSTOM_FORD,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,S_HT_PHOENIX,130090268,True,,129106177,False,False
DRIVER_c,2385,,2385,0xBB00,2385,S_DRIVER_CUSTOM_TOYOTA,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,S_HT_PHOENIX,129762588,True,,129106177,False,False
DRIVER_c,2491,,2491,0xBB2D,2491,S_DEFAULT_PLAYER_NAME,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,S_HT_PHOENIX,129762588,True,,129106177,False,False
DRIVER_c,2847,,2847,0xBB5A,2847,S_DRIVER_T_KVAPIL,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_JANESVILLE,129499905,True,TravisKvapil,129106177,False,False
DRIVER_c,5758,,5758,0xBB87,5758,S_DRIVER_D_PATRICK,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_BELOIT,129893145,False,DanicaPatrick,129106177,False,False
DRIVER_c,5759,,5759,0xBBB4,5759,S_DRIVER_T_BODINE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_CHEMUNG,128713243,True,,129106177,False,False
DRIVER_c,5760,,5760,0xBBE1,5760,S_DRIVER_J_COBB,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_KANSASCITY,129304076,False,,129106177,False,False
DRIVER_c,5766,,5766,0xBC0E,5766,S_DRIVER_T_BAYNE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_KNOXVILLE,130482707,True,tbayne21,131793153,False,False
DRIVER_c,6022,,6022,0xBC3B,6022,S_DRIVER_R_TRUEX,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_MAYETTA,130548498,True,,129106177,False,False
DRIVER_c,6495,,6495,0xBC68,6495,S_DRIVER_K_CONWAY,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_HT_CORNELIUS,129696783,True,,129106177,False,False
DRIVER_c,7174,,7174,0xBC95,7174,S_DRIVER_J_WISE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_STATE_CALIFORNIA,129958407,True,Josh_Wise,129106177,False,False
DRIVER_c,7175,,7175,0xBCC2,7175,S_DRIVER_R_STENHOUSE_JR,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_STATE_MISSISSIPPI,130222594,True,stenhousejr,129106177,False,False
DRIVER_c,9663,,9663,0xBCEF,9663,S_DRIVER_A_DILLON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_STATE_NORTH_CAROLINA,130417691,True,austindillon3,129106177,False,False
DRIVER_c,9664,,9664,0xBD1C,9664,S_DRIVER_B_GAUGHAN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_STATE_CALIFORNIA,129500938,True,,129106177,False,False
DRIVER_c,9665,,9665,0xBD49,9665,S_DRIVER_C_WHITT,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_STATE_CALIFORNIA,130483734,True,,129106177,False,False
DRIVER_c,9666,,9666,0xBD76,9666,S_DRIVER_L_CASSILL,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_WORLD_LOC_IOWA,130352903,True,landoncassill,129106177,False,False
DRIVER_c,9667,,9667,0xBDA3,9667,S_DRIVER_K_SCHRADER,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_STATE_MISSOURI,128124189,True,,129106177,False,False
DRIVER_c,9668,,9668,0xBDD0,9668,S_DRIVER_T_ANDREWS,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_STATE_NORTH_CAROLINA,129958159,True,,129106177,False,False
DRIVER_c,9669,,9669,0xBDFD,9669,S_DRIVER_K_WALLACE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_STATE_MISSOURI,128649239,True,,129106177,False,False
DRIVER_c,12601,,12601,0xBE2A,12601,S_DRIVER_TITLE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,,131072257,True,,129106177,False,False
DRIVER_c,12608,,12608,0xBE57,12608,S_DRIVER_TITLE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,,131072257,True,,129106177,False,False
DRIVER_c,12609,,12609,0xBE84,12609,S_DRIVER_TITLE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,,131072257,True,,129106177,False,False
DRIVER_c,12610,,12610,0xBEB1,12610,S_DRIVER_TITLE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,,131072257,True,,129106177,False,False
DRIVER_c,21846,,21846,0xBEDE,21846,S_DRIVER_T_PASTRANA,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,S_BLANK,129960712,True,,129106177,False,False
