class,uid,assigned_type,assigned_key,call_offset,UID,RaceSeries,RaceType,RaceStart,RaceRoute,RaceCar,RaceLaps,NumDrivers,ID,RaceEvent,EventName,GridOrder,DamageMode,NumberInSeries,RaceRosterOverride,RaceTrophy,TelemetryEventData,RaceDate,WearAndTear,EventSchedule,MinTrackTemp,MaxTrackTemp,MinAmbientTemp,MaxAmbientTemp,Difficulty,QualifyingLaps,IntroCutscene,AltAdvertising,FakeRaceData,RaceRosterOverride2,RaceRosterOverride3,InfieldOverride,UseDifficultyOverride,OverrideDiff_Easy,OverrideDiff_Norm,OverrideDiff_Hard,OverrideDiff_Champ
RACEDATA_c,6957,,6957,0x1FED,6957,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",200,43,6958,"EVENT_c(1002, cr000, S_EVENT_DAYTONA_DAY, daytona, None)",S_EVT_DAYTONA_50,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,1,[],NASCARTROPHY_c(15874),None,131858970,1,[],10.0,40.0,15.0,30.0,NORMAL,2,DAYTONAINTRO,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6959,,6959,0x2098,6959,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",375,43,6960,"EVENT_c(1659, cr000, S_EVENT_PHOENIX_DAY, phoenix, None)",S_EVT_SUBWAY_FRESH_FIT,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,2,[],NASCARTROPHY_c(15875),None,131859204,1,"[WEEKENDEVENT_c(8429, None, 1, 1, None, 27.0, 32.0, False), WEEKENDEVENT_c(8430, None, 2, 2, None, 30.0, 35.0, False), WEEKENDEVENT_c(8431, None, 3, -1, None, 28.0, 36.0, False), WEEKENDEVENT_c(8432, None, 4, -1, None, 35.0, 27.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,PhoenixInt,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6961,,6961,0x2143,6961,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",267,43,6962,"EVENT_c(2775, cr000, S_WORLD_LAS_VEGAS, LasVegas, None)",S_EVT_KOBALT_TOOLS_400,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,3,[],NASCARTROPHY_c(15876),None,131859211,1,"[WEEKENDEVENT_c(8433, None, 1, 1, None, 27.0, 32.0, False), WEEKENDEVENT_c(8434, None, 2, -1, None, 31.0, 34.0, False), WEEKENDEVENT_c(8435, None, 3, 2, None, 22.0, 28.0, False), WEEKENDEVENT_c(8436, None, 4, -1, None, 30.0, 35.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,VegasInt,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6963,,6963,0x21EE,6963,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",500,43,6964,"EVENT_c(5399, cr000, S_EVENT_BRISTOL_DAY, bristol, None)",S_EVT_JEFF_BYRD_500,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,4,[],NASCARTROPHY_c(15877),None,131859218,1,"[WEEKENDEVENT_c(8442, None, 1, 1, None, 18.0, 24.0, False), WEEKENDEVENT_c(8443, None, 2, -1, None, 24.0, 29.0, False), WEEKENDEVENT_c(8444, None, 3, 2, None, 22.0, 27.0, False), WEEKENDEVENT_c(8445, None, 4, 3, None, 25.0, 30.0, False), WEEKENDEVENT_c(8446, None, 5, -1, None, 22.0, 32.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,BristolInt,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6965,,6965,0x2299,6965,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",250,43,6966,"EVENT_c(1050, cr000, S_EVENT_AUTOCLUB, autoclub, None)",S_EVENT_AUTOCLUB_400,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,5,[],NASCARTROPHY_c(15878),None,131859225,1,"[WEEKENDEVENT_c(8447, None, 1, 1, None, 27.0, 33.0, False), WEEKENDEVENT_c(8448, None, 2, -1, None, 28.0, 34.0, False), WEEKENDEVENT_c(8449, None, 3, 2, None, 22.0, 27.0, False), WEEKENDEVENT_c(8450, None, 4, 3, None, 26.0, 33.0, False), WEEKENDEVENT_c(8451, None, 5, -1, None, 26.0, 33.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,AutoclubInt,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6967,,6967,0x2344,6967,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",500,43,6968,"EVENT_c(1671, cr000, S_WORLD_MARTINSVILLE, martinsville, None)",S_EVT_GOODYS_FAST_RELIEF,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,6,[],NASCARTROPHY_c(15879),None,131859457,1,"[WEEKENDEVENT_c(8452, None, 1, 1, None, 21.0, 27.0, False), WEEKENDEVENT_c(8453, None, 2, 2, None, 24.0, 29.0, False), WEEKENDEVENT_c(8454, None, 3, -1, None, 24.0, 29.0, False), WEEKENDEVENT_c(8455, None, 4, -1, None, 23.0, 29.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,MartinsvilleIntro,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6969,,6969,0x23EF,6969,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",334,43,6970,"EVENT_c(9728, cr000, S_EVENT_TEXAS_NIGHT, texas, None)",S_EVT_SAMSUNG_500,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,7,[],NASCARTROPHY_c(15880),None,131859470,1,"[WEEKENDEVENT_c(18767, None, 4, -1, None, 0.0, 0.0, False), WEEKENDEVENT_c(8456, None, 1, 1, None, 27.0, 34.0, False), WEEKENDEVENT_c(8457, None, 2, 2, None, 29.0, 35.0, False), WEEKENDEVENT_c(8458, None, 3, -1, None, 27.0, 33.0, False), WEEKENDEVENT_c(8459, None, 5, -1, None, 29.0, 23.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,TexasintNight,False,False,[],[],"WORLDSCRIPT_c(2438, 2439, S_WORLD_TEXAS, 24.0, 1.5, None, S_WORLD_LOC_TEXAS, None, None, False, 27, 46, 138100, 130876421, [], 28.878, None, S_DRIVER_C_EDWARDS, S_DRIVER_M_KENSETH, S_DRIVER_K_BUSCH_02, S_DRIVER_G_BIFFLE, False, S_TB_TEXAS, 19.0, 27.0, False, 32.458, 31.046, 29.635, 196.299, 160.577, 78, False, None, S_TH_KENSETH_JOHNSON, [], 29.946, 31.487, 32.645, 15.0, 32.0, 34.485, 32.976, 31.846, 30.656, 0.976, Texas)",False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6973,,6973,0x249A,6973,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",400,43,6974,"EVENT_c(12292, cr000, S_EVENT_RICHMOND_NIGHT, richmond, None)",S_EVT_HANSEN_400,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,9,[],NASCARTROPHY_c(15882),None,131859484,1,"[WEEKENDEVENT_c(18281, None, 4, -1, None, 0.0, 0.0, False), WEEKENDEVENT_c(8468, None, 1, 1, None, 24.0, 29.0, False), WEEKENDEVENT_c(8469, None, 2, 2, None, 26.0, 31.0, False), WEEKENDEVENT_c(8470, None, 3, -1, None, 22.0, 29.0, False), WEEKENDEVENT_c(8471, None, 5, -1, None, 28.0, 23.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,Richmondint,False,False,[],[],"WORLDSCRIPT_c(1635, 1636, S_WORLD_RICHMOND, 14.0, 0.75, None, S_WORLD_LOC_RICHMOND, None, None, False, 25, 44, 97912, 127992851, [], 21.556, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_M_KENSETH, S_HDRIVER_D_JARRET, False, S_TB_RICHMOND, 18.0, 23.0, False, 24.434, 23.372, 22.309, 130.334, 109.047, 76, False, None, S_HDRIVER_R_PETTY, [], 22.645, 23.232, 24.487, 16.0, 30.0, 25.984, 24.889, 23.976, 22.952, 0.98, Richmond)",False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6979,,6979,0x2545,6979,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",400,43,6980,"EVENT_c(11244, cr000, S_EVENT_CHARLOTTE_NIGHT, lowes, None)",S_EVT_COCA_COLA_600,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,12,[],NASCARTROPHY_c(15886),None,131859739,1,"[WEEKENDEVENT_c(18846, None, 5, -1, None, 0.0, 0.0, False), WEEKENDEVENT_c(8484, None, 1, 1, None, 25.0, 30.0, False), WEEKENDEVENT_c(8485, None, 2, -1, None, 22.0, 28.0, False), WEEKENDEVENT_c(8486, None, 3, 2, None, 20.0, 24.0, False), WEEKENDEVENT_c(8487, None, 4, 3, None, 26.0, 31.0, False), WEEKENDEVENT_c(8488, None, 6, -1, None, 29.0, 22.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,LowesInt,False,False,[],[],"WORLDSCRIPT_c(1528, 1529, S_WORLD_CHARLOTTE, 24.0, 1.5, None, S_WORLD_LOC_CHARLOTTE, None, None, False, 6, 38, 134000, 128452115, [], 28.845, None, S_DRIVER_J_JOHNSON, S_TH_ALLISON_PETTY, S_DRIVER_G_BIFFLE, S_DRIVER_J_GORDON, False, S_TB_LOWES, 20.0, 25.0, True, 33.112, 31.672, 30.233, 193.708, 160.682, 70, False, None, S_HDRIVER_R_PETTY, [], 29.888, 30.943, 32.653, 19.0, 30.0, 34.476, 32.854, 31.653, 30.354, 0.98, Lowes)",False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6983,,6983,0x25F0,6983,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",200,43,6984,"EVENT_c(1210, cr000, S_WORLD_POCONO, pocono, None)",S_EVT_POCONO_500,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,14,[],NASCARTROPHY_c(15888),None,131859978,1,"[WEEKENDEVENT_c(8493, None, 1, 1, None, 21.0, 28.0, False), WEEKENDEVENT_c(8494, None, 2, 2, None, 23.0, 30.0, False), WEEKENDEVENT_c(8495, None, 3, -1, None, 21.0, 27.0, False), WEEKENDEVENT_c(8496, None, 4, -1, None, 23.0, 30.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,PoconoInt,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6985,,6985,0x269B,6985,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",200,43,6986,"EVENT_c(2528, cr000, S_WORLD_MICHIGAN, Michigan, None)",S_EVT_LIFELOCK_400,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,15,[],NASCARTROPHY_c(15889),None,131859985,1,"[WEEKENDEVENT_c(8497, None, 1, 1, None, 24.0, 28.0, False), WEEKENDEVENT_c(8498, None, 2, 2, None, 24.0, 28.0, False), WEEKENDEVENT_c(8499, None, 3, -1, None, 26.0, 31.0, False), WEEKENDEVENT_c(8500, None, 4, -1, None, 25.0, 31.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,MichiganInt,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6987,,6987,0x2746,6987,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",110,43,6988,"EVENT_c(1033, cr000, S_WORLD_SONOMA, infineon, None)",S_EVT_TOYOTA_350,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,16,[],NASCARTROPHY_c(15890),None,131859992,1,"[WEEKENDEVENT_c(8501, None, 1, 1, None, 27.0, 34.0, False), WEEKENDEVENT_c(8502, None, 2, -1, None, 26.0, 33.0, False), WEEKENDEVENT_c(8503, None, 3, 2, None, 23.0, 31.0, False), WEEKENDEVENT_c(8504, None, 4, 3, None, 23.0, 31.0, False), WEEKENDEVENT_c(8505, None, 5, -1, None, 25.0, 34.0, False)]",10.0,40.0,15.0,30.0,NORMAL,1,InfInt,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6993,,6993,0x27F1,6993,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",300,43,6994,"EVENT_c(2632, cr000, S_WORLD_NEW_HAMPSHIRE, NewHampshire, None)",S_EVT_LENOX_301,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,19,[],NASCARTROPHY_c(15893),None,131860239,1,"[WEEKENDEVENT_c(8514, None, 1, 1, None, 28.0, 31.0, False), WEEKENDEVENT_c(8515, None, 2, -1, None, 31.0, 30.0, False), WEEKENDEVENT_c(8516, None, 3, 2, None, 26.0, 29.0, False), WEEKENDEVENT_c(8517, None, 4, 3, None, 27.0, 31.0, False), WEEKENDEVENT_c(8518, None, 5, -1, None, 27.0, 31.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,NhmpInt,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6995,,6995,0x289C,6995,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",160,43,6996,"EVENT_c(1251, cr000, S_WORLD_INDIANAPOLIS_SS, indianapolis, None)",S_EVT_ALL_STATE_400,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,20,[],NASCARTROPHY_c(15894),None,131860253,1,"[WEEKENDEVENT_c(8610, None, 1, 1, None, 27.0, 31.0, False), WEEKENDEVENT_c(8611, None, 2, 2, None, 29.0, 33.0, False), WEEKENDEVENT_c(8612, None, 3, 3, None, 29.0, 33.0, False), WEEKENDEVENT_c(8613, None, 4, -1, None, 31.0, 34.0, False), WEEKENDEVENT_c(8614, None, 5, -1, None, 30.0, 35.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,IndyIntro,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6997,,6997,0x2947,6997,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",200,43,6998,"EVENT_c(1210, cr000, S_WORLD_POCONO, pocono, None)",S_EVT_PENNSYLVANIA_500,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,21,[],NASCARTROPHY_c(15895),None,131860485,1,"[WEEKENDEVENT_c(8615, None, 1, 1, None, 24.0, 29.0, False), WEEKENDEVENT_c(8616, None, 2, 2, None, 28.0, 26.0, False), WEEKENDEVENT_c(8617, None, 3, -1, None, 26.0, 28.0, False), WEEKENDEVENT_c(8618, None, 4, -1, None, 24.0, 31.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,Poconorace2Int,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,6999,,6999,0x29F2,6999,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",90,43,7000,"EVENT_c(1045, cr000, S_WORLD_WATKINS_GLEN, watkinsglen, None)",S_EVT_HELUVA_GOOD,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,22,[],NASCARTROPHY_c(15896),None,131860492,1,"[WEEKENDEVENT_c(14586, None, 1, 1, None, 28.0, 32.0, False), WEEKENDEVENT_c(14587, None, 2, 2, None, 30.0, 27.0, False), WEEKENDEVENT_c(14588, None, 3, -1, None, 26.0, 29.0, False), WEEKENDEVENT_c(14589, None, 4, -1, None, 27.0, 32.0, False)]",10.0,40.0,15.0,30.0,NORMAL,1,WatGlennInt,False,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,7001,,7001,0x2A9D,7001,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",200,43,7002,"EVENT_c(2528, cr000, S_WORLD_MICHIGAN, Michigan, None)",S_EVT_MICHIGAN_400,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,23,[],NASCARTROPHY_c(15897),None,131860499,1,"[WEEKENDEVENT_c(8619, None, 1, 1, None, 28.0, 31.0, True), WEEKENDEVENT_c(8620, None, 2, -1, None, 30.0, 28.0, True), WEEKENDEVENT_c(8621, None, 3, 2, None, 24.0, 28.0, True), WEEKENDEVENT_c(8622, None, 4, -1, None, 27.0, 32.0, True)]",10.0,40.0,15.0,30.0,NORMAL,2,MichiganRace2Int,True,False,[],[],None,False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,7003,,7003,0x2B48,7003,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",500,43,7004,"EVENT_c(1860, cr000, S_EVENT_BRISTOL_NIGHT, bristol, None)",S_EVT_SHARPIE_500,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,24,[],NASCARTROPHY_c(15898),None,131860505,1,"[WEEKENDEVENT_c(18828, None, 4, -1, None, 0.0, 0.0, False), WEEKENDEVENT_c(8683, None, 1, 1, None, 28.0, 32.0, False), WEEKENDEVENT_c(8684, None, 2, 2, None, 30.0, 28.0, False), WEEKENDEVENT_c(8685, None, 3, -1, None, 26.0, 24.0, False), WEEKENDEVENT_c(8686, None, 5, -1, None, 27.0, 22.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,BristolNightInt,False,False,[],[],"WORLDSCRIPT_c(5348, 5349, S_WORLD_BRISTOL, 30.0, 0.533, None, S_WORLD_LOC_BRISTOL, None, None, False, 3, 55, 160000, 128517918, [], 15.645, None, S_HDRIVER_D_WALTRIP, S_HDRIVER_PETTYWALTRIP, S_DRIVER_K_BUSCH_02, S_HDRIVER_C_GLOTZBACH, False, S_TB_BRISTOL, 8.0, 22.0, True, 17.705, 16.936, 16.166, 129.535, 101.074, 82, False, None, S_HDRIVER_R_PETTY, [], 16.435, 17.245, 17.945, 19.0, 32.0, 19.365, 18.434, 17.731, 16.745, 0.975, Bristol)",False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
RACEDATA_c,7005,,7005,0x2BF3,7005,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)","RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)","RACESTARTTYPE_c(1171, 1172)","RACEROUTETYPE_c(1175, 1176)","CUSTOMCAR_c(7533, 7534)",325,43,7006,"EVENT_c(1691, cr000, S_EVENT_ATLANTA_NIGHT, atlanta, None)",S_EVT_ADVOCARE_500,"GRIDORDER_c(1717, QUALIFIED, 43)",FULL,25,[],NASCARTROPHY_c(15899),None,131860738,1,"[WEEKENDEVENT_c(8722, None, 1, 1, None, 27.0, 30.0, False), WEEKENDEVENT_c(8723, None, 2, 2, None, 29.0, 34.0, False), WEEKENDEVENT_c(8724, None, 3, -1, None, 25.0, 29.0, False), WEEKENDEVENT_c(8725, None, 5, -1, None, 31.0, 27.0, False), WEEKENDEVENT_c(18766, None, 4, -1, None, 0.0, 0.0, False)]",10.0,40.0,15.0,30.0,NORMAL,2,AtlantaInt,False,False,[],[],"WORLDSCRIPT_c(5406, 5407, S_WORLD_ATLANTA, 24.0, 1.54, None, S_WORLD_LOC_ATLANTA, None, None, False, 33, 54, 124000, 128452383, [], 29.877, None, S_HDRIVER_D_EARNHARDT, S_HDRIVER_D_EARNHARDT, S_HDRIVER_G_BODINE, S_HDRIVER_D_EARNHARDT, False, S_TB_ATLANTA, 9.0, 23.0, True, 33.075, 31.637, 30.199, 197.478, 163.633, 81, False, None, S_HDRIVER_R_PETTY, [], 30.921, 32.379, 33.587, 8.0, 26.0, 36.844, 35.934, 35.178, 33.625, 0.945, Atlanta)",False,"OverrideDiff_Easy_c(0.0, 1.0)","OverrideDiff_Norm_c(0.0, 1.0)","OverrideDiff_Hard_c(0.0, 1.0)","OverrideDiff_Champ_c(0.0, 1.0)"
