class,uid,assigned_type,assigned_key,call_offset,UID,ScriptName,BaseColour,Name,Driver,DefaultLocked,Custom,Package,Cost,World,Rookie,Season,InSeasonPass,SteamID
LIVERIE_c,7101,,7101,0x1317D,7101,GREGBIFFLE,"BaseColour_c(255, 255, 255)",S_SCHEME_DAYTONA,"DRIVER_c(1090, S_DRIVER_G_BIFFLE, None, False, S_HT_VANCOUVER, 129043479, True, gbiffle, 131727617, True, False)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7102,,7102,0x131C2,7102,JAMIEMCMURRAY,"BaseColour_c(255, 25, 0)",S_SCHEME_DAYTONA,"DRIVER_c(1121, S_DRIVER_J_MCMURRAY, None, False, S_HT_JOPLIN, 129500675, True, JamieMcMurray, 131727617, True, False)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7103,,7103,0x13207,7103,JAMIEMCMURRAYSECOND,"BaseColour_c(255, 25, 0)",S_SCHEME_VEGAS,"DRIVER_c(1121, S_DRIVER_J_MCMURRAY, None, False, S_HT_JOPLIN, 129500675, True, JamieMcMurray, 131727617, True, False)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(2776, 2777, S_WORLD_LAS_VEGAS, 20.0, 1.5, None, S_WORLD_LOC_LAS_VEGAS, None, None, False, 18, 37, 142000, 130812675, [], 29.924, None, S_DRIVER_J_JOHNSON, S_TH_GORDON_MARTIN, S_DRIVER_K_KAHNE, S_DRIVER_M_MARTIN, False, S_TB_VEGAS, 12.0, 30.0, True, 32.906, 31.475, 30.045, 190.456, 146.554, 69, False, None, S_DRIVER_M_MARTIN, [], 30.945, 31.876, 32.987, 10.0, 35.0, 35.397, 34.123, 32.676, 31.676, 0.97, Las Vegas)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7104,,7104,0x1324C,7104,JEFFBURTON,"BaseColour_c(0, 0, 0)",S_SCHEME_DAYTONA,"DRIVER_c(1094, S_DRIVER_J_BURTON, None, False, S_HT_SOUTH_BOSTON, 128910877, True, RCR31JeffBurton, 129106177, True, False)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7105,,7105,0x13291,7105,JEFFGORDON,"BaseColour_c(235, 36, 41)",S_SCHEME_DAYTONA,"DRIVER_c(1105, S_DRIVER_J_GORDON, None, False, S_HT_VALLEJO, 129173508, True, JeffGordonWeb, 131793153, True, True)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7106,,7106,0x132D6,7106,JEFFGORDONTHIRD,"BaseColour_c(235, 36, 41)",S_SCHEME_DAYTONA400,"DRIVER_c(1105, S_DRIVER_J_GORDON, None, False, S_HT_VALLEJO, 129173508, True, JeffGordonWeb, 131793153, True, True)",False,False,DLCPACKAGE_c(7581),0,None,False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7107,,7107,0x1331B,7107,JEFFGORDONSECOND,"BaseColour_c(235, 36, 41)",S_SCHEME_VEGAS,"DRIVER_c(1105, S_DRIVER_J_GORDON, None, False, S_HT_VALLEJO, 129173508, True, JeffGordonWeb, 131793153, True, True)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(2776, 2777, S_WORLD_LAS_VEGAS, 20.0, 1.5, None, S_WORLD_LOC_LAS_VEGAS, None, None, False, 18, 37, 142000, 130812675, [], 29.924, None, S_DRIVER_J_JOHNSON, S_TH_GORDON_MARTIN, S_DRIVER_K_KAHNE, S_DRIVER_M_MARTIN, False, S_TB_VEGAS, 12.0, 30.0, True, 32.906, 31.475, 30.045, 190.456, 146.554, 69, False, None, S_DRIVER_M_MARTIN, [], 30.945, 31.876, 32.987, 10.0, 35.0, 35.397, 34.123, 32.676, 31.676, 0.97, Las Vegas)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7109,,7109,0x13360,7109,JOEYLOGANO,"BaseColour_c(255, 109, 0)",S_SCHEME_DAYTONA,"DRIVER_c(1117, S_DRIVER_J_LOGANO, None, False, S_HT_MIDDLETOWN, 130417944, True, joeylogano, 129106177, True, False)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7110,,7110,0x133A5,7110,JUANPABLOMONTOYA,"BaseColour_c(255, 13, 0)",S_SCHEME_DAYTONA,"DRIVER_c(1125, S_DRIVER_J_MONTOYA, None, False, S_HT_BOGOTA, 129435924, True, JPMontoya, 131727617, True, False)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7111,,7111,0x133EA,7111,KASEYKAHNE,"BaseColour_c(255, 0, 0)",S_SCHEME_DAYTONA,"DRIVER_c(1113, S_DRIVER_K_KAHNE, None, False, S_HT_ENUMCLAW, 129762314, True, kaseykahne, 131793153, True, False)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7113,,7113,0x1342F,7113,KEVINHARVIC,"BaseColour_c(255, 221, 0)",S_SCHEME_PHOENIX,"DRIVER_c(1108, S_DRIVER_K_HARVICK, None, False, S_HT_BAKERSFIELD, 129436680, True, RCR29KHarvick, 131793153, False, True)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1657, 1658, S_WORLD_PHOENIX, 11.0, 1.0, None, S_WORLD_LOC_PHOENIX, None, None, False, 22, 42, 67000, 130288390, [], 27.734, None, S_DRIVER_J_JOHNSON, S_DRIVER_J_JOHNSON, S_DRIVER_K_BUSCH_02, S_DRIVER_T_STEWART, False, S_TB_PHOENIX, 19.0, 35.0, False, 30.354, 29.035, 27.715, 138.766, 118.132, 74, False, None, S_DRIVER_M_MARTIN, [], 28.978, 30.334, 31.575, 23.0, 27.0, 33.589, 32.275, 30.956, 29.675, 0.97, Phoenix)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7114,,7114,0x13474,7114,KURTBUSCH,"BaseColour_c(0, 55, 255)",S_SCHEME_DAYTONA,"DRIVER_c(1095, S_DRIVER_K_BUSCH_01, None, False, S_HT_LAS_VEGAS, 129632260, True, kurtbusch, 131793153, True, True)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7115,,7115,0x134B9,7115,KYLEBUSCH,"BaseColour_c(255, 200, 0)",S_SCHEME_SHOOTOUT,"DRIVER_c(1096, S_DRIVER_K_BUSCH_02, None, False, S_HT_LAS_VEGAS, 130090242, True, kylebusch, 131793153, True, True)",False,False,DLCPACKAGE_c(7581),0,None,False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7116,,7116,0x134FE,7116,MARCOSAMBROSE,"BaseColour_c(0, 105, 155)",S_SCHEME_DAYTONA,"DRIVER_c(1085, S_DRIVER_M_AMBROSE, None, False, S_HT_LAUNCESTON, 129501441, True, MarcosAmbrose, 129106177, True, False)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7117,,7117,0x13543,7117,MARCOSAMBROSESECOND,"BaseColour_c(0, 105, 155)",S_SCHEME_AUTOCLUB,"DRIVER_c(1085, S_DRIVER_M_AMBROSE, None, False, S_HT_LAUNCESTON, 129501441, True, MarcosAmbrose, 129106177, True, False)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1186, 1187, S_WORLD_FONTANA, 14.0, 2.0, None, S_WORLD_LOC_FONTANA, None, None, False, 5, 35, 92000, 130876949, [], 39.157, None, S_DRIVER_J_JOHNSON, S_DRIVER_J_JOHNSON, S_DRIVER_K_BUSCH_02, S_DRIVER_T_STEWART, False, S_TB_AUTOCLUB, 15.0, 26.0, False, 45.063, 43.104, 41.144, 188.245, 160.166, 60, False, None, S_DRIVER_J_JOHNSON, [], 40.735, 42.855, 43.837, 19.0, 33.0, 46.816, 45.521, 44.523, 42.655, 0.97, Auto Club)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7118,,7118,0x13588,7118,MARKMARTIN,"BaseColour_c(6, 226, 0)",S_SCHEME_DAYTONA,"DRIVER_c(1119, S_DRIVER_M_MARTIN, None, False, S_HT_BATESVILLE, 128385289, True, 55MarkMartin, 131662081, True, True)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1631, 1632, S_WORLD_DARLINGTON, 25.0, 1.366, None, S_WORLD_LOC_DARLINGTON, None, None, False, 9, 30, 68000, 127796243, [], 27.831, None, S_HDRIVER_D_PEARSON, S_HDRIVER_R_PETTY, S_DRIVER_K_BUSCH_01, S_DRIVER_M_KENSETH, False, S_TB_DARLINGTON, 20.0, 23.0, False, 31.354, 29.99, 28.627, 181.918, 141.383, 62, False, None, S_DRIVER_B_ELLIOT, [], 29.285, 30.821, 32.224, 19.0, 28.0, 34.178, 32.984, 31.875, 30.175, 0.99, Darlington)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
LIVERIE_c,7121,,7121,0x135CD,7121,MARTINTRUEXJR,"BaseColour_c(0, 0, 179)",S_SCHEME_DAYTONA,"DRIVER_c(1138, S_DRIVER_M_TRUEX_JR, None, False, S_HT_MAYETTA, 129762845, True, MartinTruexJr56, 129106177, True, False)",False,False,DLCPACKAGE_c(7581),0,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",False,"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",False,0
